locus_tag,substrate,genome
ASS_015_S7_00862,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Mucilaginibacter
ASS_015_S7_00967,l-cysteine,Mucilaginibacter
ASS_015_S7_01051,phosphate,Mucilaginibacter
ASS_015_S7_01118,glucose,Mucilaginibacter
ASS_015_S7_01255,zinc,Mucilaginibacter
ASS_015_S7_01294,iron,Mucilaginibacter
ASS_015_S7_01347,iron|molybdate,Mucilaginibacter
ASS_015_S7_01397,thymidine|cytidine|xanthosine|inosine|adenosine,Mucilaginibacter
ASS_015_S7_01397,thymidine|cytidine|xanthosine|inosine|adenosine,Mucilaginibacter
ASS_015_S7_01402,chromate,Mucilaginibacter
ASS_015_S7_01455,arabinose|2-oxoglutarate,Mucilaginibacter
ASS_015_S7_01517,arabinose|xylose,Mucilaginibacter
ASS_015_S7_01517,arabinose|xylose,Mucilaginibacter
ASS_015_S7_01566,xylose|galactose,Mucilaginibacter
ASS_015_S7_01799,sodium,Mucilaginibacter
ASS_015_S7_01823,fructose,Mucilaginibacter
ASS_015_S7_01823,fructose,Mucilaginibacter
ASS_015_S7_01824,glucose|fructose|n-acetylgalactosamine|mannose|d-glucosamine|d-fructose|d-gluconic acid,Mucilaginibacter
ASS_015_S7_01859,glucose|galactose|sodium,Mucilaginibacter
ASS_015_S7_01864,glutamate|phosphate|cysteine|gtp|potassium|galacturonate|sodium|glucuronate,Mucilaginibacter
ASS_015_S7_01912,fad|chloride|sodium|citrate,Mucilaginibacter
ASS_015_S7_01959,acetate|succinate,Mucilaginibacter
ASS_015_S7_02015,betaine|l-proline,Mucilaginibacter
ASS_015_S7_02015,betaine|l-proline,Mucilaginibacter
ASS_015_S7_02025,glutamate|aspartate,Mucilaginibacter
ASS_015_S7_02041,sodium,Mucilaginibacter
ASS_015_S7_02058,deoxyguanosine,Mucilaginibacter
ASS_015_S7_02184,methionine,Mucilaginibacter
ASS_015_S7_02185,l-methionine,Mucilaginibacter
ASS_015_S7_02234,manganese,Mucilaginibacter
ASS_015_S7_02255,iron,Mucilaginibacter
ASS_015_S7_02264,tryptophan,Mucilaginibacter
ASS_015_S7_02268,cyanocob(iii)alamin,Mucilaginibacter
ASS_015_S7_02665,nickel,Mucilaginibacter
ASS_015_S7_02669,cupper,Mucilaginibacter
ASS_015_S7_02954,thiamine,Mucilaginibacter
ASS_015_S7_02970,potassium,Mucilaginibacter
ASS_015_S7_03010,l-cysteine|phenylacetate|chloride|cupper,Mucilaginibacter
ASS_015_S7_03125,maltose,Mucilaginibacter
ASS_015_S7_03203,nad,Mucilaginibacter
ASS_015_S7_03237,sodium|calcium,Mucilaginibacter
ASS_015_S7_03307,ammonia,Mucilaginibacter
ASS_015_S7_03345,potassium,Mucilaginibacter
ASS_015_S7_03462,sodium,Mucilaginibacter
ASS_015_S7_03505,phosphate,Mucilaginibacter
ASS_015_S7_03514,ethanol,Mucilaginibacter
ASS_015_S7_03552,sodium,Mucilaginibacter
ASS_015_S7_03591,iron,Mucilaginibacter
ASS_015_S7_03607,potassium,Mucilaginibacter
ASS_015_S7_03678,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Mucilaginibacter
ASS_015_S7_03682,zinc|cobalt|cupper|cadmium|nickel,Mucilaginibacter
ASS_015_S7_03701,arsenite,Mucilaginibacter
ASS_015_S7_03714,iron|lead|cupper|cadmium,Mucilaginibacter
ASS_015_S7_03714,iron|lead|cupper|cadmium,Mucilaginibacter
ASS_015_S7_03724,cupper,Mucilaginibacter
ASS_015_S7_03724,cupper,Mucilaginibacter
ASS_015_S7_04022,biotin,Mucilaginibacter
ASS_015_S7_04033,arsenite,Mucilaginibacter
ASS_015_S7_04067,agmatine|arginine,Mucilaginibacter
ASS_015_S7_04067,agmatine|arginine,Mucilaginibacter
ASS_015_S7_04080,glucose|galactose|sodium,Mucilaginibacter
ASS_015_S7_04217,arabinose|deoxycholate|histidine|lysine|arginine,Mucilaginibacter
ASS_015_S7_04321,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Mucilaginibacter
ASS_015_S7_04367,calcium,Mucilaginibacter
ASS_015_S7_04377,choline|glycine|betaine|l-proline,Mucilaginibacter
ASS_015_S7_04378,choline|glycine|betaine|l-proline,Mucilaginibacter
ASS_015_S7_04378,choline|glycine|betaine|l-proline,Mucilaginibacter
ASS_015_S7_04416,glycerol,Mucilaginibacter
ASS_015_S7_04437,molybdate|sodium,Mucilaginibacter
ASS_015_S7_04524,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Mucilaginibacter
ASS_015_S7_04607,succinate,Mucilaginibacter
ASS_015_S7_04659,succinate,Mucilaginibacter
ASS_015_S7_04676,heme,Mucilaginibacter
ASS_015_S7_04724,nickel,Mucilaginibacter
ASS_015_S7_04775,zinc,Mucilaginibacter
ASS_015_S7_04950,phosphate,Mucilaginibacter
ASS_015_S7_04954,chloride,Mucilaginibacter
ASS_015_S7_05162,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Mucilaginibacter
ASS_018_S8_00017,potassium|threonine,Curtobacterium
ASS_018_S8_00017,potassium|threonine,Curtobacterium
ASS_018_S8_00034,putrescine|tyrosine|d-serine|l-methionine|l-alanine|phenylalanine|histidine|d-alanine|tryptophan|lysine|arginine,Curtobacterium
ASS_018_S8_00049,putrescine|spermidine,Curtobacterium
ASS_018_S8_00124,uracil,Curtobacterium
ASS_018_S8_00124,uracil,Curtobacterium
ASS_018_S8_00181,zinc,Curtobacterium
ASS_018_S8_00206,biotin,Curtobacterium
ASS_018_S8_00249,lactose|melibiose,Curtobacterium
ASS_018_S8_00282,sulfate|zinc|chloride|sodium,Curtobacterium
ASS_018_S8_00295,sodium,Curtobacterium
ASS_018_S8_00295,sodium,Curtobacterium
ASS_018_S8_00328,l-cysteine|chloride,Curtobacterium
ASS_018_S8_00392,zinc|cobalt|cupper|cadmium|nickel,Curtobacterium
ASS_018_S8_00395,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Curtobacterium
ASS_018_S8_00395,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Curtobacterium
ASS_018_S8_00413,d-glucosamine,Curtobacterium
ASS_018_S8_00415,zinc,Curtobacterium
ASS_018_S8_00429,sulfate|thiamine|chloride|sodium,Curtobacterium
ASS_018_S8_00436,heme,Curtobacterium
ASS_018_S8_00437,iron,Curtobacterium
ASS_018_S8_00438,cyanocob(iii)alamin,Curtobacterium
ASS_018_S8_00438,cyanocob(iii)alamin,Curtobacterium
ASS_018_S8_00461,arabinose|glucose|galactose|xylose,Curtobacterium
ASS_018_S8_00461,arabinose|glucose|galactose|xylose,Curtobacterium
ASS_018_S8_00463,magnesium,Curtobacterium
ASS_018_S8_00535,maltose|maltodextrin,Curtobacterium
ASS_018_S8_00535,maltose|maltodextrin,Curtobacterium
ASS_018_S8_00538,fructose|d-mannitol,Curtobacterium
ASS_018_S8_00538,fructose|d-mannitol,Curtobacterium
ASS_018_S8_00538,fructose|d-mannitol,Curtobacterium
ASS_018_S8_00710,phosphate,Curtobacterium
ASS_018_S8_00772,potassium,Curtobacterium
ASS_018_S8_00789,taurine,Curtobacterium
ASS_018_S8_00817,trehalose,Curtobacterium
ASS_018_S8_00892,sodium,Curtobacterium
ASS_018_S8_00977,nickel|l-alanine,Curtobacterium
ASS_018_S8_00977,nickel|l-alanine,Curtobacterium
ASS_018_S8_00982,maltose,Curtobacterium
ASS_018_S8_00982,maltose,Curtobacterium
ASS_018_S8_01045,sodium,Curtobacterium
ASS_018_S8_01083,molybdate,Curtobacterium
ASS_018_S8_01083,molybdate,Curtobacterium
ASS_018_S8_01090,coa,Curtobacterium
ASS_018_S8_01109,nickel,Curtobacterium
ASS_018_S8_01109,nickel,Curtobacterium
ASS_018_S8_01109,nickel,Curtobacterium
ASS_018_S8_01117,cupper,Curtobacterium
ASS_018_S8_01156,riboflavin|l-threonine,Curtobacterium
ASS_018_S8_01175,proline|glycine|betaine|l-proline|taurine|sodium,Curtobacterium
ASS_018_S8_01226,phosphate,Curtobacterium
ASS_018_S8_01371,potassium|glycine|betaine|sodium,Curtobacterium
ASS_018_S8_01377,trehalose|melibiose,Curtobacterium
ASS_018_S8_01377,trehalose|melibiose,Curtobacterium
ASS_018_S8_01377,trehalose|melibiose,Curtobacterium
ASS_018_S8_01466,d-glucosamine|sucrose|d-fructose|trehalose|d-mannose,Curtobacterium
ASS_018_S8_01466,d-glucosamine|sucrose|d-fructose|trehalose|d-mannose,Curtobacterium
ASS_018_S8_01466,d-glucosamine|sucrose|d-fructose|trehalose|d-mannose,Curtobacterium
ASS_018_S8_01556,iron,Curtobacterium
ASS_018_S8_01562,sodium,Curtobacterium
ASS_018_S8_01598,phosphate,Curtobacterium
ASS_018_S8_01625,folate,Curtobacterium
ASS_018_S8_01631,cysteine,Curtobacterium
ASS_018_S8_01631,cysteine,Curtobacterium
ASS_018_S8_01631,cysteine,Curtobacterium
ASS_018_S8_01755,nickel,Curtobacterium
ASS_018_S8_01755,nickel,Curtobacterium
ASS_018_S8_01759,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Curtobacterium
ASS_018_S8_01826,ammonia,Curtobacterium
ASS_018_S8_01848,sodium,Curtobacterium
ASS_018_S8_01856,sodium,Curtobacterium
ASS_018_S8_01864,sodium,Curtobacterium
ASS_018_S8_01873,sodium,Curtobacterium
ASS_018_S8_01900,nickel,Curtobacterium
ASS_018_S8_01901,betaine|l-proline,Curtobacterium
ASS_018_S8_01901,betaine|l-proline,Curtobacterium
ASS_018_S8_01956,iron,Curtobacterium
ASS_018_S8_01961,glycerol,Curtobacterium
ASS_018_S8_01967,nickel|cobalt,Curtobacterium
ASS_018_S8_01967,nickel|cobalt,Curtobacterium
ASS_018_S8_02030,biotin,Curtobacterium
ASS_018_S8_02048,phosphate,Curtobacterium
ASS_018_S8_02157,thiamine|cytosine|uracil|allantoin,Curtobacterium
ASS_018_S8_02175,sodium,Curtobacterium
ASS_018_S8_02177,sodium,Curtobacterium
ASS_018_S8_02208,iron,Curtobacterium
ASS_018_S8_02237,gluconate,Curtobacterium
ASS_018_S8_02283,nickel|cobalt,Curtobacterium
ASS_018_S8_02301,glucose|cellobiose|sucrose,Curtobacterium
ASS_018_S8_02349,chloride,Curtobacterium
ASS_018_S8_02356,trehalose|maltose,Curtobacterium
ASS_018_S8_02393,choline|glycine|betaine,Curtobacterium
ASS_018_S8_02393,choline|glycine|betaine,Curtobacterium
ASS_018_S8_02394,glycine|betaine,Curtobacterium
ASS_018_S8_02395,asparagine,Curtobacterium
ASS_018_S8_02475,sodium,Curtobacterium
ASS_018_S8_02482,sodium,Curtobacterium
ASS_018_S8_02487,l-ascorbate,Curtobacterium
ASS_018_S8_02493,xylitol|arabinose|cytidine|deoxyguanosine|xanthosine|xylose,Curtobacterium
ASS_018_S8_02502,succinate,Curtobacterium
ASS_018_S8_02502,succinate,Curtobacterium
ASS_018_S8_02513,d-mannitol,Curtobacterium
ASS_018_S8_02513,d-mannitol,Curtobacterium
ASS_018_S8_02513,d-mannitol,Curtobacterium
ASS_018_S8_02514,fructose,Curtobacterium
ASS_018_S8_02568,l-cysteine|phenylacetate|chloride|cupper,Curtobacterium
ASS_018_S8_02576,iron|heme,Curtobacterium
ASS_018_S8_02577,valine|l-isoleucine|leucine,Curtobacterium
ASS_018_S8_02631,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Curtobacterium
ASS_018_S8_02641,potassium,Curtobacterium
ASS_018_S8_02655,cysteine|chloride|uridine|sulfate|sodium|deoxyuridine,Curtobacterium
ASS_018_S8_02695,potassium|chloride|sodium|cholate,Curtobacterium
ASS_018_S8_02699,l-methionine,Curtobacterium
ASS_018_S8_02739,allantoin,Curtobacterium
ASS_018_S8_02758,nadp,Curtobacterium
ASS_018_S8_02782,inositol,Curtobacterium
ASS_018_S8_02816,sodium,Curtobacterium
ASS_018_S8_02827,nickel,Curtobacterium
ASS_018_S8_02827,nickel,Curtobacterium
ASS_018_S8_02843,arabinose|glucose|xylose|ribose,Curtobacterium
ASS_018_S8_02861,iron|fe3,Curtobacterium
ASS_018_S8_02903,iron,Curtobacterium
ASS_018_S8_02905,iron,Curtobacterium
ASS_018_S8_02915,arabinose,Curtobacterium
ASS_018_S8_02953,potassium|sodium|calcium,Curtobacterium
ASS_018_S8_03031,cupper,Curtobacterium
ASS_018_S8_03060,biotin,Curtobacterium
ASS_018_S8_03099,heme,Curtobacterium
ASS_018_S8_03211,asparagine|glutamate|glutamine,Curtobacterium
ASS_018_S8_03211,asparagine|glutamate|glutamine,Curtobacterium
ASS_018_S8_03281,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Curtobacterium
ASS_018_S8_03311,phosphate,Curtobacterium
ASS_018_S8_03313,phosphate,Curtobacterium
ASS_018_S8_03347,phosphate,Curtobacterium
ASS_018_S8_03401,potassium,Curtobacterium
ASS_018_S8_03407,proline|glycine|leucine|serine|histidine|alanine,Curtobacterium
ASS_018_S8_03408,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Curtobacterium
ASS_018_S8_03435,sulfate,Curtobacterium
ASS_018_S8_03502,manganese,Curtobacterium
ASS_018_S8_03519,histidine|lysine|arginine,Curtobacterium
ASS_018_S8_03533,guanosine,Curtobacterium
ASS_018_S8_03554,potassium,Curtobacterium
ASS_018_S8_03578,choline,Curtobacterium
ASS_018_S8_03597,iron,Curtobacterium
ASS_018_S8_03601,glycine|betaine,Curtobacterium
ASS_018_S8_03622,xanthine,Curtobacterium
ASS_018_S8_03695,chloride|deoxycholate|sulfate|sodium|thiamine,Curtobacterium
ASS_018_S8_03696,thiamine,Curtobacterium
ASS_018_S8_03713,arsenite|arsenate,Curtobacterium
ASS_018_S8_03768,mannose,Curtobacterium
ASS_PB01_00017,sodium,Cellulomonas
ASS_PB01_00065,biotin,Cellulomonas
ASS_PB01_00143,(r)-lactate|(s)-lactate,Cellulomonas
ASS_PB01_00144,tyrosine|phenylalanine|tryptophan,Cellulomonas
ASS_PB01_00152,potassium,Cellulomonas
ASS_PB01_00208,cyanocob(iii)alamin,Cellulomonas
ASS_PB01_00210,iron,Cellulomonas
ASS_PB01_00253,d-glucosamine,Cellulomonas
ASS_PB01_00253,d-glucosamine,Cellulomonas
ASS_PB01_00257,d-glucosamine,Cellulomonas
ASS_PB01_00258,fructose,Cellulomonas
ASS_PB01_00300,glycerol,Cellulomonas
ASS_PB01_00330,maltose,Cellulomonas
ASS_PB01_00400,zinc,Cellulomonas
ASS_PB01_00436,phosphate,Cellulomonas
ASS_PB01_00441,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Cellulomonas
ASS_PB01_00441,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Cellulomonas
ASS_PB01_00457,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Cellulomonas
ASS_PB01_00485,urea,Cellulomonas
ASS_PB01_00510,guanosine,Cellulomonas
ASS_PB01_00552,sulfate,Cellulomonas
ASS_PB01_00638,sodium,Cellulomonas
ASS_PB01_00656,iron|manganese|zinc,Cellulomonas
ASS_PB01_00690,nadp,Cellulomonas
ASS_PB01_00707,cupper,Cellulomonas
ASS_PB01_00708,sulfate|sodium,Cellulomonas
ASS_PB01_00739,l-cysteine,Cellulomonas
ASS_PB01_00749,trehalose,Cellulomonas
ASS_PB01_00750,trehalose,Cellulomonas
ASS_PB01_00756,sodium,Cellulomonas
ASS_PB01_00803,succinate,Cellulomonas
ASS_PB01_00803,succinate,Cellulomonas
ASS_PB01_00809,xylitol|arabinose|cytidine|deoxyguanosine|xanthosine|xylose,Cellulomonas
ASS_PB01_00824,formate,Cellulomonas
ASS_PB01_00830,iron,Cellulomonas
ASS_PB01_00832,iron,Cellulomonas
ASS_PB01_00841,sodium,Cellulomonas
ASS_PB01_00849,sulfate|zinc|chloride|sodium,Cellulomonas
ASS_PB01_00855,sodium,Cellulomonas
ASS_PB01_00867,l-methionine,Cellulomonas
ASS_PB01_00885,potassium,Cellulomonas
ASS_PB01_00920,sodium,Cellulomonas
ASS_PB01_00922,sodium,Cellulomonas
ASS_PB01_00991,glucose|xylose,Cellulomonas
ASS_PB01_01020,trehalose|melibiose,Cellulomonas
ASS_PB01_01081,heme,Cellulomonas
ASS_PB01_01122,mannose,Cellulomonas
ASS_PB01_01125,nickel|cobalt,Cellulomonas
ASS_PB01_01317,potassium|chloride|sodium|cholate,Cellulomonas
ASS_PB01_01332,maltose|maltodextrin,Cellulomonas
ASS_PB01_01332,maltose|maltodextrin,Cellulomonas
ASS_PB01_01362,choline|glycine|betaine|l-proline,Cellulomonas
ASS_PB01_01363,glycine|betaine,Cellulomonas
ASS_PB01_01364,choline|glycine|betaine,Cellulomonas
ASS_PB01_01371,methionine,Cellulomonas
ASS_PB01_01411,nitrate,Cellulomonas
ASS_PB01_01463,cyanocob(iii)alamin,Cellulomonas
ASS_PB01_01464,iron,Cellulomonas
ASS_PB01_01472,taurine,Cellulomonas
ASS_PB01_01478,iron|heme,Cellulomonas
ASS_PB01_01503,ammonia,Cellulomonas
ASS_PB01_01537,putrescine|spermidine,Cellulomonas
ASS_PB01_01597,glutamate,Cellulomonas
ASS_PB01_01713,cupper,Cellulomonas
ASS_PB01_01724,biotin,Cellulomonas
ASS_PB01_01725,biotin,Cellulomonas
ASS_PB01_01744,chloride,Cellulomonas
ASS_PB01_01831,molybdate|sodium,Cellulomonas
ASS_PB01_01853,betaine|l-proline,Cellulomonas
ASS_PB01_01853,betaine|l-proline,Cellulomonas
ASS_PB01_01857,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Cellulomonas
ASS_PB01_01899,iron|magnesium|zinc|cobalt|cupper|cadmium|nickel,Cellulomonas
ASS_PB01_01913,proline|glycine|leucine|serine|histidine|alanine,Cellulomonas
ASS_PB01_01921,pyruvate|acetate|propionate,Cellulomonas
ASS_PB01_01933,coa,Cellulomonas
ASS_PB01_01943,phosphate,Cellulomonas
ASS_PB01_02300,pyruvate,Cellulomonas
ASS_PB01_02372,iron,Cellulomonas
ASS_PB01_02506,iron|manganese|zinc,Cellulomonas
ASS_PB01_02507,iron|manganese|zinc,Cellulomonas
ASS_PB01_02508,iron|manganese|zinc|cupper,Cellulomonas
ASS_PB01_02553,arabinose,Cellulomonas
ASS_PB01_02667,maltotetraose|maltose|trehalose,Cellulomonas
ASS_PB01_02697,nickel,Cellulomonas
ASS_PB01_02697,nickel,Cellulomonas
ASS_PB01_02699,nickel,Cellulomonas
ASS_PB01_02712,cysteine,Cellulomonas
ASS_PB01_02862,sodium|nitrate|nitrite,Cellulomonas
ASS_PB01_02864,molybdate,Cellulomonas
ASS_PB01_02864,molybdate,Cellulomonas
ASS_PB01_02868,potassium|sodium,Cellulomonas
ASS_PB01_02935,glycine|l-threonine|l-serine|l-alanine,Cellulomonas
ASS_PB01_02971,arabinose|glucose|galactose|xylose,Cellulomonas
ASS_PB01_02985,glycerol,Cellulomonas
ASS_PB01_03004,gamma-aminobutyric acid,Cellulomonas
ASS_PB01_03005,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Cellulomonas
ASS_PB01_03009,carnitine|crotonobetaine,Cellulomonas
ASS_PB01_03064,fructose|d-mannitol,Cellulomonas
ASS_PB01_03064,fructose|d-mannitol,Cellulomonas
ASS_PB01_03064,fructose|d-mannitol,Cellulomonas
ASS_PB01_03103,histidine|lysine|arginine,Cellulomonas
ASS_PB01_03186,histidine|glutamine|lysine|arginine,Cellulomonas
ASS_PB01_03186,histidine|glutamine|lysine|arginine,Cellulomonas
ASS_PB01_03195,potassium,Cellulomonas
ASS_PB01_03201,iron,Cellulomonas
ASS_PB01_03220,chloride,Cellulomonas
ASS_PB01_03254,potassium,Cellulomonas
ASS_PB01_03258,ribose|xylose,Cellulomonas
ASS_PB01_03258,ribose|xylose,Cellulomonas
ASS_PB01_03261,iron|manganese,Cellulomonas
ASS_PB01_03284,choline,Cellulomonas
ASS_PB01_03284,choline,Cellulomonas
ASS_PB01_03290,sodium,Cellulomonas
ASS_PB01_03332,phosphate,Cellulomonas
ASS_PB01_03335,glucose|cellobiose|sucrose,Cellulomonas
ASS_PB01_03390,sulfate,Cellulomonas
ASS_PB01_03407,chloride,Cellulomonas
ASS_PB01_03424,rhamnose,Cellulomonas
ASS_PB01_03424,rhamnose,Cellulomonas
ASS_PB01_03436,zinc|cobalt|cupper|cadmium|nickel,Cellulomonas
ASS_PB01_03492,iron,Cellulomonas
ASS_PB01_03494,iron,Cellulomonas
ASS_PB01_03519,nad,Cellulomonas
ASS_PB01_03607,allantoin,Cellulomonas
ASS_PB01_03621,calcium,Cellulomonas
ASS_PB01_03639,sodium,Cellulomonas
ASS_PB01_03669,heme,Cellulomonas
ASS_PB01_03714,nickel,Cellulomonas
ASS_PB01_03716,l-alanine,Cellulomonas
ASS_PB01_03807,cobalt,Cellulomonas
ASS_PB01_03829,chloride,Cellulomonas
ASS_PB01_03854,manganese,Cellulomonas
ASS_PB01_03858,putrescine|spermidine,Cellulomonas
ASS_PB01_03858,putrescine|spermidine,Cellulomonas
ASS_PB01_03873,sodium,Cellulomonas
ASS_PB01_03875,sodium,Cellulomonas
ASS_PB01_03875,sodium,Cellulomonas
ASS_PB01_03890,nickel|cobalt,Cellulomonas
ASS_PB01_03988,cupper,Cellulomonas
ASS_PB01_04058,valine|l-isoleucine|leucine,Cellulomonas
ASS_PB02_00008,sulfate|chloride|sodium,Bradyrhizobium
ASS_PB02_00115,fructose,Bradyrhizobium
ASS_PB02_00162,zinc|cupper|cadmium,Bradyrhizobium
ASS_PB02_00288,ammonia,Bradyrhizobium
ASS_PB02_00339,nad,Bradyrhizobium
ASS_PB02_00376,iron|succinate,Bradyrhizobium
ASS_PB02_00379,acetate,Bradyrhizobium
ASS_PB02_00429,heme,Bradyrhizobium
ASS_PB02_00437,l-cysteine,Bradyrhizobium
ASS_PB02_00461,sodium,Bradyrhizobium
ASS_PB02_00496,thiamine,Bradyrhizobium
ASS_PB02_00557,chloride,Bradyrhizobium
ASS_PB02_00587,iron,Bradyrhizobium
ASS_PB02_00593,arabinose,Bradyrhizobium
ASS_PB02_00654,magnesium,Bradyrhizobium
ASS_PB02_00795,potassium,Bradyrhizobium
ASS_PB02_00797,molybdate,Bradyrhizobium
ASS_PB02_00830,mannose,Bradyrhizobium
ASS_PB02_00859,lysine,Bradyrhizobium
ASS_PB02_00892,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Bradyrhizobium
ASS_PB02_00892,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Bradyrhizobium
ASS_PB02_00946,l-cysteine|chloride,Bradyrhizobium
ASS_PB02_00958,phosphate,Bradyrhizobium
ASS_PB02_01069,coa,Bradyrhizobium
ASS_PB02_01110,glutamine|arginine,Bradyrhizobium
ASS_PB02_01110,glutamine|arginine,Bradyrhizobium
ASS_PB02_01161,spermidine|4-hydroxybenzoate|benzoate|acetate,Bradyrhizobium
ASS_PB02_01174,iron,Bradyrhizobium
ASS_PB02_01176,citrate,Bradyrhizobium
ASS_PB02_01196,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Bradyrhizobium
ASS_PB02_01196,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Bradyrhizobium
ASS_PB02_01231,nickel,Bradyrhizobium
ASS_PB02_01287,thiosulfate|sulfate|sodium,Bradyrhizobium
ASS_PB02_01288,thiosulfate|sulfate,Bradyrhizobium
ASS_PB02_01290,choline|glycine|betaine|l-proline,Bradyrhizobium
ASS_PB02_01312,chloride,Bradyrhizobium
ASS_PB02_01320,acetate,Bradyrhizobium
ASS_PB02_01320,acetate,Bradyrhizobium
ASS_PB02_01330,phosphate,Bradyrhizobium
ASS_PB02_01366,iron,Bradyrhizobium
ASS_PB02_01366,iron,Bradyrhizobium
ASS_PB02_01380,malate|itaconate|fumarate,Bradyrhizobium
ASS_PB02_01418,sodium,Bradyrhizobium
ASS_PB02_01427,zinc,Bradyrhizobium
ASS_PB02_01451,nicotinamide,Bradyrhizobium
ASS_PB02_01453,potassium|sodium|calcium,Bradyrhizobium
ASS_PB02_01458,glycerol,Bradyrhizobium
ASS_PB02_01469,putrescine|spermidine,Bradyrhizobium
ASS_PB02_01491,iron,Bradyrhizobium
ASS_PB02_01492,iron|molybdate,Bradyrhizobium
ASS_PB02_01493,heme,Bradyrhizobium
ASS_PB02_01498,sodium,Bradyrhizobium
ASS_PB02_01504,maltose|maltodextrin,Bradyrhizobium
ASS_PB02_01528,nitrate,Bradyrhizobium
ASS_PB02_01528,nitrate,Bradyrhizobium
ASS_PB02_01543,taurine,Bradyrhizobium
ASS_PB02_01543,taurine,Bradyrhizobium
