locus_tag,genome,substrate,TC,assembly_code,shortname
012_02003,012_S5,nitrate,3.A.1.16.1,012,Mic
012_02012,012_S5,iron,3.D.3.5.4,012,Mic
012_02059,012_S5,sodium,3.B.1.1.1,012,Mic
012_02141,012_S5,chromate,2.A.51.1.7,012,Mic
012_02143,012_S5,arsenite,2.A.59.1.7,012,Mic
012_02200,012_S5,glutamate,3.A.1.3.9,012,Mic
012_02221,012_S5,nickel,3.A.1.23.1,012,Mic
012_02243,012_S5,cadmium|cobalt|copper|nickel|zinc,2.A.4.1.1,012,Mic
012_02253,012_S5,sodium,3.B.1.1.5,012,Mic
012_02260,012_S5,sodium,3.B.1.1.4,012,Mic
012_02268,012_S5,fructose,4.A.2.1.26,012,Mic
012_02269,012_S5,d-mannitol,4.A.2.1.5,012,Mic
012_02270,012_S5,fructose,4.A.2.1.8,012,Mic
012_02280,012_S5,arabinose|cytidine|deoxyguanosine|xanthosine|xylitol|xylose,3.A.1.2.1|3.A.1.2.17,012,Mic
012_02285,012_S5,succinate,3.D.10.1.9,012,Mic
012_02315,012_S5,l-methionine,3.A.1.24.4,012,Mic
012_02317,012_S5,sodium,2.A.36.3.3,012,Mic
012_02321,012_S5,arabinose|potassium,2.A.1.2.3,012,Mic
012_02324,012_S5,arabinose|galactose|glucose|xylose,3.A.1.2.3|3.A.1.2.32,012,Mic
012_02329,012_S5,arabinose,2.A.1.21.21,012,Mic
012_02342,012_S5,gamma-aminobutyric acid|histidine|phenylalanine|tryptophan|tyrosine,2.A.3.1.12|2.A.3.1.4,012,Mic
012_02394,012_S5,acetate|propionate|pyruvate,2.A.21.7.3,012,Mic
012_02443,012_S5,nickel,2.A.1.31.1,012,Mic
012_02451,012_S5,glucose|glycerol|phosphate|trehalose,3.A.1.1.3,012,Mic
012_02474,012_S5,phosphate,3.A.1.7.2,012,Mic
012_02639,012_S5,arginine|histidine|lysine,2.A.75.1.1,012,Mic
012_02641,012_S5,arginine|asparagine|aspartate|glutamate|glutamine|histidine|lysine|ornithine,3.A.1.3.1,012,Mic
012_02674,012_S5,nadp,3.D.2.2.2,012,Mic
012_02677,012_S5,butyrate|gluconate|histidine|propionate,2.A.8.1.1|2.A.8.1.15,012,Mic
012_02691,012_S5,citrate,2.A.80.1.4,012,Mic
012_02797,012_S5,l-threonine|riboflavin,2.A.7.3.6,012,Mic
012_02807,012_S5,phosphate,3.A.1.9.2,012,Mic
012_02808,012_S5,iron,3.A.1.9.1,012,Mic
012_02815,012_S5,allantoin|cytosine|thiamine|uracil,2.A.39.1.4,012,Mic
012_02871,012_S5,manganese,3.A.1.15.15,012,Mic
012_02873,012_S5,zinc,3.A.1.15.19,012,Mic
012_02884,012_S5,inositol,2.A.1.1.66,012,Mic
012_02930,012_S5,potassium,2.A.1.6.9,012,Mic
012_02938,012_S5,cysteine,3.A.1.129.1,012,Mic
012_02951,012_S5,aspartate|glutamate,2.A.23.1.5,012,Mic
012_02961,012_S5,thiamine,3.A.1.17.8,012,Mic
012_03024,012_S5,melibiose|trehalose,3.A.1.1.43,012,Mic
012_03033,012_S5,maltose|trehalose,3.A.1.1.7,012,Mic
012_03034,012_S5,trehalose,3.A.1.1.41,012,Mic
012_03049,012_S5,mannose,3.A.1.2.7,012,Mic
012_03050,012_S5,xylose,3.A.1.2.18,012,Mic
012_03083,012_S5,gamma-aminobutyric acid|glutamate,2.A.3.7.1,012,Mic
012_03091,012_S5,chloride,3.A.1.135.7,012,Mic
012_03118,012_S5,cholate,2.A.1.3.64,012,Mic
012_03123,012_S5,citrate,2.A.66.1.54,012,Mic
012_03126,012_S5,manganese,2.A.55.3.3,012,Mic
012_03151,012_S5,benzoate,2.A.46.1.4,012,Mic
012_03152,012_S5,sodium,3.A.1.115.2,012,Mic
012_03174,012_S5,cadmium,3.A.3.25.3,012,Mic
012_03233,012_S5,arsenite,2.A.59.1.2,012,Mic
012_03242,012_S5,glycerol,1.A.8.13.3,012,Mic
012_03273,012_S5,iron|manganese|zinc,3.A.1.15.8,012,Mic
012_03309,012_S5,chloride|citrate|copper|deoxycholate|nickel|sodium,2.A.66.1.3,012,Mic
012_03310,012_S5,d-alanine|d-serine|glycine|serine,2.A.3.1.7,012,Mic
012_03359,012_S5,nickel,3.A.1.5.33,012,Mic
012_03361,012_S5,l-alanine,3.A.1.5.38,012,Mic
012_03370,012_S5,acetate,2.A.1.6.13,012,Mic
012_03389,012_S5,molybdate,3.A.1.8.1,012,Mic
012_03391,012_S5,putrescine|spermidine,3.A.1.11.1|3.A.1.11.10,012,Mic
012_03402,012_S5,cellobiose|glucose|sucrose,2.A.1.1.8|2.A.1.1.81,012,Mic
015_00086,015_S7,iron,3.D.1.6.1,015,Muc
015_00092,015_S7,potassium,3.D.1.9.1,015,Muc
015_00100,015_S7,sodium,3.B.1.1.4,015,Muc
015_00131,015_S7,chloride,3.A.1.135.7,015,Muc
015_00241,015_S7,sodium,3.A.2.1.6,015,Muc
015_00280,015_S7,phosphate,3.A.1.7.2,015,Muc
015_00332,015_S7,sodium,3.B.1.1.5,015,Muc
015_00368,015_S7,fumarate|malate|succinate,2.A.23.1.6,015,Muc
015_00375,015_S7,cadmium|potassium|zinc,2.A.4.1.3,015,Muc
015_00406,015_S7,sodium,3.A.1.115.2,015,Muc
015_00448,015_S7,arabinose|glucose|inositol|sodium,2.A.21.3.1,015,Muc
015_00478,015_S7,nitrate,2.A.1.8.4,015,Muc
015_00479,015_S7,nitrate,3.D.11.1.1,015,Muc
015_00484,015_S7,chloride,2.A.49.6.2,015,Muc
015_00537,015_S7,glycine|l-alanine|l-serine|l-threonine,2.A.95.1.4,015,Muc
015_00539,015_S7,arginine|l-isoleucine|leucine|lysine|ornithine|phenylalanine|tryptophan|tyrosine|valine,2.A.3.3.2,015,Muc
015_00544,015_S7,arginine|histidine|l-lysine,2.A.3.8.22,015,Muc
015_00545,015_S7,sodium,3.A.10.1.6,015,Muc
015_00573,015_S7,gluconate,2.A.8.1.4,015,Muc
015_00576,015_S7,adenosine|arabinose|guanosine|inosine,2.A.1.2.62,015,Muc
015_00592,015_S7,mannose,2.A.21.3.8,015,Muc
015_00598,015_S7,sodium,2.A.33.1.1,015,Muc
015_00664,015_S7,l-rhamnose,2.A.7.6.2,015,Muc
015_00864,015_S7,chloride|copper|deoxycholate|sodium|sulfate|thiamine|zinc,2.A.6.2.1,015,Muc
015_00868,015_S7,manganese,2.A.4.7.7,015,Muc
015_00969,015_S7,l-cysteine,3.A.1.122.1,015,Muc
015_01053,015_S7,phosphate,3.A.1.9.2,015,Muc
015_01120,015_S7,glucose,4.D.1.3.2,015,Muc
015_01125,015_S7,potassium,1.A.78.2.9,015,Muc
015_01131,015_S7,potassium|sodium,1.A.62.3.1,015,Muc
015_01152,015_S7,d-glucosamine,4.A.1.1.15,015,Muc
015_01180,015_S7,potassium,1.A.78.2.1,015,Muc
015_01257,015_S7,zinc,2.A.6.1.17,015,Muc
015_01296,015_S7,iron,3.D.1.4.1,015,Muc
015_01349,015_S7,iron|molybdate,3.A.1.14.1,015,Muc
015_01399,015_S7,adenosine|cytidine|inosine|thymidine|xanthosine,2.A.1.10.2,015,Muc
015_01404,015_S7,chromate,2.A.51.1.8,015,Muc
015_01457,015_S7,2-oxoglutarate|arabinose,2.A.1.6.2,015,Muc
015_01519,015_S7,arabinose|xylose,2.A.1.1.116,015,Muc
015_01568,015_S7,galactose|xylose,2.A.1.1.55,015,Muc
015_01801,015_S7,sodium,2.A.36.3.3,015,Muc
015_01825,015_S7,fructose,4.A.2.1.26,015,Muc
015_01826,015_S7,d-fructose|d-gluconic acid|d-glucosamine|fructose|glucose|mannose|n-acetylgalactosamine,4.A.6.1.1|4.A.6.1.19,015,Muc
015_01861,015_S7,galactose|glucose|sodium,2.A.21.3.2,015,Muc
015_01866,015_S7,cysteine|galacturonate|glucuronate|glutamate|gtp|phosphate|potassium|sodium,2.A.1.14.2,015,Muc
015_01914,015_S7,chloride|citrate|fad|sodium,2.A.66.1.2,015,Muc
015_01961,015_S7,acetate|succinate,2.A.96.1.1,015,Muc
015_02017,015_S7,betaine|l-proline,3.A.1.5.17,015,Muc
015_02027,015_S7,aspartate|glutamate,2.A.23.1.5,015,Muc
015_02043,015_S7,sodium,2.A.36.6.8,015,Muc
015_02060,015_S7,deoxyguanosine,3.A.1.201.22,015,Muc
015_02186,015_S7,methionine,3.A.1.24.1,015,Muc
015_02187,015_S7,l-methionine,3.A.1.24.4,015,Muc
015_02238,015_S7,manganese,2.A.55.2.6,015,Muc
015_02259,015_S7,iron,3.A.1.9.1,015,Muc
015_02268,015_S7,tryptophan,3.A.1.34.1,015,Muc
015_02272,015_S7,cyanocob(iii)alamin,3.A.1.13.1,015,Muc
015_02312,015_S7,d-glucosamine|fructose|glucose|mannose|trehalose,2.A.1.7.1|2.A.1.7.18,015,Muc
015_02669,015_S7,nickel,3.A.1.22.1,015,Muc
015_02673,015_S7,copper,3.A.1.132.2,015,Muc
015_02736,015_S7,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,015,Muc
015_02958,015_S7,thiamine,3.A.1.17.8,015,Muc
015_02974,015_S7,potassium,1.A.2.2.2,015,Muc
015_03014,015_S7,chloride|copper|l-cysteine|phenylacetate,2.A.1.2.7,015,Muc
015_03129,015_S7,maltose,2.A.2.6.3,015,Muc
015_03156,015_S7,copper,2.A.6.3.7,015,Muc
015_03207,015_S7,nad,1.A.115.1.2,015,Muc
015_03241,015_S7,calcium|sodium,2.A.36.7.1,015,Muc
015_03311,015_S7,ammonia,1.A.11.1.5,015,Muc
015_03349,015_S7,potassium,2.A.72.1.3,015,Muc
015_03466,015_S7,sodium,3.A.1.115.1,015,Muc
015_03509,015_S7,phosphate,3.A.23.6.1,015,Muc
015_03518,015_S7,ethanol,3.A.1.103.5,015,Muc
015_03556,015_S7,sodium,3.A.2.1.2|3.A.2.1.5,015,Muc
015_03595,015_S7,iron,3.A.1.10.6,015,Muc
015_03611,015_S7,potassium,3.A.3.7.2,015,Muc
015_03676,015_S7,nickel,2.A.1.31.2,015,Muc
015_03682,015_S7,cadmium|cobalt|copper|lead|mercury|nickel|zinc,3.A.3.6.2|3.A.3.6.27,015,Muc
015_03686,015_S7,cadmium|cobalt|copper|nickel|zinc,2.A.6.1.1|2.A.6.1.16|2.A.6.1.5,015,Muc
015_03705,015_S7,arsenite,2.A.59.1.2,015,Muc
015_03718,015_S7,cadmium|copper|iron|lead,3.A.3.5.1|3.A.3.5.10,015,Muc
015_03728,015_S7,copper,3.A.3.5.40,015,Muc
015_03876,015_S7,potassium|sodium,2.A.133.1.1,015,Muc
015_04026,015_S7,biotin,3.A.1.25.3,015,Muc
015_04037,015_S7,arsenite,2.A.59.1.1,015,Muc
015_04071,015_S7,agmatine|arginine,2.A.3.2.5,015,Muc
015_04084,015_S7,galactose|glucose|sodium,2.A.1.7.2,015,Muc
015_04128,015_S7,cyanocob(iii)alamin,3.A.1.14.26,015,Muc
015_04138,015_S7,iron,2.A.89.1.2,015,Muc
015_04224,015_S7,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,015,Muc
015_04234,015_S7,nad,1.A.115.1.3,015,Muc
015_04328,015_S7,arginine|aspartate|fumarate|histidine|l-lysine|ornithine|succinate|sulfate,2.A.53.3.1|2.A.53.3.13,015,Muc
015_04374,015_S7,calcium,2.A.11.1.2,015,Muc
015_04384,015_S7,betaine|choline|glycine|l-proline,3.A.1.12.10,015,Muc
015_04385,015_S7,betaine|choline|glycine|l-proline,3.A.1.12.4,015,Muc
015_04423,015_S7,glycerol,1.A.8.13.3,015,Muc
015_04444,015_S7,molybdate|sodium,3.A.1.8.4,015,Muc
015_04531,015_S7,chloride|copper|deoxycholate|sodium|sulfate|zinc,2.A.6.2.12,015,Muc
015_04614,015_S7,succinate,3.D.10.1.4,015,Muc
015_04666,015_S7,succinate,3.D.10.1.2,015,Muc
015_04683,015_S7,heme,3.A.1.107.1,015,Muc
015_04731,015_S7,nickel,3.A.1.5.43,015,Muc
015_04782,015_S7,zinc,3.A.29.1.4,015,Muc
015_04921,015_S7,chloride,2.A.49.9.2,015,Muc
015_04957,015_S7,phosphate,2.A.20.1.4,015,Muc
015_04961,015_S7,chloride,1.A.13.2.3,015,Muc
015_05169,015_S7,alanine|isoleucine|l-isoleucine|l-threonine|leucine|methionine|phenylalanine|serine|tyrosine|valine,3.A.1.4.1|3.A.1.4.10,015,Muc
018_00017,018_S8,potassium|threonine,1.I.1.1.3,018,Cur
018_00034,018_S8,arginine|d-alanine|d-serine|histidine|l-alanine|l-methionine|lysine|phenylalanine|putrescine|tryptophan|tyrosine,2.A.3.1.1|2.A.3.1.13,018,Cur
018_00038,018_S8,nad,1.A.115.1.3,018,Cur
018_00049,018_S8,putrescine|spermidine,3.A.1.11.1|3.A.1.11.10,018,Cur
018_00124,018_S8,uracil,2.A.40.1.1,018,Cur
018_00181,018_S8,zinc,3.A.29.1.5,018,Cur
018_00206,018_S8,biotin,2.A.88.1.6,018,Cur
018_00249,018_S8,lactose|melibiose,2.A.1.2.18,018,Cur
018_00282,018_S8,chloride|sodium|sulfate|zinc,2.A.1.2.9,018,Cur
018_00295,018_S8,sodium,2.A.63.1.3,018,Cur
018_00328,018_S8,chloride|l-cysteine,2.A.1.3.1,018,Cur
018_00346,018_S8,chloride,2.A.1.3.50,018,Cur
018_00349,018_S8,deoxyuridine|uridine,2.A.1.3.37,018,Cur
018_00392,018_S8,cadmium|cobalt|copper|nickel|zinc,2.A.4.1.1,018,Cur
018_00395,018_S8,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,018,Cur
018_00413,018_S8,d-glucosamine,4.A.1.1.5,018,Cur
018_00415,018_S8,zinc,3.A.1.15.5,018,Cur
018_00429,018_S8,chloride|sodium|sulfate|thiamine,2.A.7.1.10,018,Cur
018_00436,018_S8,heme,3.A.1.14.21,018,Cur
018_00437,018_S8,iron,3.A.1.14.18,018,Cur
018_00438,018_S8,cyanocob(iii)alamin,3.A.1.14.23,018,Cur
018_00461,018_S8,arabinose|galactose|glucose|xylose,3.A.1.2.3|3.A.1.2.32,018,Cur
018_00463,018_S8,magnesium,1.A.35.3.5,018,Cur
018_00535,018_S8,maltodextrin|maltose,3.A.1.1.44,018,Cur
018_00538,018_S8,d-mannitol|fructose,4.A.2.1.1|4.A.2.1.13,018,Cur
018_00710,018_S8,phosphate,2.A.20.1.6,018,Cur
018_00716,018_S8,arginine|histidine|lysine,2.A.1.48.2,018,Cur
018_00772,018_S8,potassium,2.A.72.1.1,018,Cur
018_00789,018_S8,taurine,3.A.1.17.1,018,Cur
018_00817,018_S8,trehalose,3.A.1.1.41,018,Cur
018_00888,018_S8,ribitol,2.A.1.18.2,018,Cur
018_00892,018_S8,sodium,2.A.33.1.5,018,Cur
018_00977,018_S8,l-alanine|nickel,3.A.1.5.3,018,Cur
018_00982,018_S8,maltose,3.A.1.5.8,018,Cur
018_01045,018_S8,sodium,3.A.1.115.1,018,Cur
018_01083,018_S8,molybdate,3.A.1.6.9,018,Cur
018_01090,018_S8,coa,4.C.1.1.4,018,Cur
018_01109,018_S8,nickel,3.A.1.22.1,018,Cur
018_01111,018_S8,potassium,2.A.1.6.9,018,Cur
018_01117,018_S8,copper,2.A.1.32.3,018,Cur
018_01156,018_S8,l-threonine|riboflavin,2.A.7.3.6,018,Cur
018_01175,018_S8,betaine|glycine|l-proline|proline|sodium|taurine,2.A.1.6.4,018,Cur
018_01226,018_S8,phosphate,2.A.20.1.3,018,Cur
018_01371,018_S8,betaine|glycine|potassium|sodium,2.A.15.1.1,018,Cur
018_01377,018_S8,melibiose|trehalose,3.A.1.1.43,018,Cur
018_01468,018_S8,d-fructose|d-glucosamine|d-mannose|sucrose|trehalose,4.A.1.2.1,018,Cur
018_01481,018_S8,potassium,1.A.78.2.3,018,Cur
018_01558,018_S8,iron,3.A.1.14.15,018,Cur
018_01564,018_S8,sodium,3.B.1.1.6,018,Cur
018_01600,018_S8,phosphate,3.A.1.103.7,018,Cur
018_01627,018_S8,folate,3.A.1.28.2,018,Cur
018_01633,018_S8,cysteine,3.A.1.129.1,018,Cur
018_01643,018_S8,glycogen,1.B.77.1.7,018,Cur
018_01757,018_S8,nickel,3.A.1.5.28,018,Cur
018_01761,018_S8,alanine|arginine|asparagine|glutamate|glutamine|histidine|l-glutamic acid|l-proline|l-threonine|lysine|serine|tyrosine|valine,3.A.1.3.2,018,Cur
018_01828,018_S8,ammonia,1.A.11.1.3,018,Cur
018_01850,018_S8,sodium,3.A.2.2.2,018,Cur
018_01858,018_S8,sodium,2.A.36.3.3,018,Cur
018_01866,018_S8,sodium,1.A.30.1.6,018,Cur
018_01875,018_S8,sodium,1.A.104.1.1,018,Cur
018_01902,018_S8,nickel,3.A.1.5.43,018,Cur
018_01903,018_S8,betaine|l-proline,3.A.1.5.17,018,Cur
018_01958,018_S8,iron,3.D.3.5.4,018,Cur
018_01963,018_S8,glycerol,1.A.8.2.6,018,Cur
018_01969,018_S8,cobalt|nickel,3.A.1.210.9,018,Cur
018_02032,018_S8,biotin,2.A.88.1.4,018,Cur
018_02050,018_S8,phosphate,3.A.23.6.1,018,Cur
018_02057,018_S8,d-galactonate,2.A.1.14.7,018,Cur
018_02099,018_S8,iron,2.A.89.3.1,018,Cur
018_02159,018_S8,allantoin|cytosine|thiamine|uracil,2.A.39.1.4,018,Cur
018_02177,018_S8,sodium,3.A.2.1.5,018,Cur
018_02179,018_S8,sodium,3.A.2.1.2,018,Cur
018_02210,018_S8,iron,3.A.1.14.22,018,Cur
018_02239,018_S8,gluconate,2.A.8.1.4,018,Cur
018_02280,018_S8,aspartate|glutamate,2.A.3.11.1,018,Cur
018_02285,018_S8,cobalt|nickel,3.A.1.23.5,018,Cur
018_02303,018_S8,cellobiose|glucose|sucrose,2.A.1.1.8|2.A.1.1.81,018,Cur
018_02351,018_S8,chloride,1.A.43.1.1,018,Cur
018_02358,018_S8,maltose|trehalose,3.A.1.1.7,018,Cur
018_02398,018_S8,betaine|choline|glycine,3.A.1.12.12,018,Cur
018_02399,018_S8,betaine|glycine,3.A.1.12.2,018,Cur
018_02400,018_S8,asparagine,2.A.3.1.8,018,Cur
018_02480,018_S8,sodium,3.B.1.1.2,018,Cur
018_02487,018_S8,sodium,3.B.1.1.4,018,Cur
018_02492,018_S8,l-ascorbate,4.A.7.1.1,018,Cur
018_02498,018_S8,arabinose|cytidine|deoxyguanosine|xanthosine|xylitol|xylose,3.A.1.2.1|3.A.1.2.17,018,Cur
018_02507,018_S8,succinate,3.D.10.1.9,018,Cur
018_02518,018_S8,d-mannitol,4.A.2.1.5,018,Cur
018_02519,018_S8,fructose,4.A.2.1.26,018,Cur
018_02527,018_S8,acetate|citrate|glycolate|lactate|pyruvate,2.A.1.6.1,018,Cur
018_02573,018_S8,chloride|copper|l-cysteine|phenylacetate,2.A.1.2.7,018,Cur
018_02581,018_S8,heme|iron,3.A.1.210.1|3.A.1.210.15,018,Cur
018_02582,018_S8,l-isoleucine|leucine|valine,2.A.3.3.23,018,Cur
018_02636,018_S8,arginine|aspartate|fumarate|histidine|l-lysine|ornithine|succinate|sulfate,2.A.53.3.1|2.A.53.3.13,018,Cur
018_02646,018_S8,potassium,2.A.38.4.4,018,Cur
018_02660,018_S8,chloride|cysteine|deoxyuridine|sodium|sulfate|uridine,2.A.1.3.3,018,Cur
018_02677,018_S8,cholate,2.A.1.3.64,018,Cur
018_02700,018_S8,chloride|cholate|potassium|sodium,2.A.1.3.6,018,Cur
018_02704,018_S8,l-methionine,3.A.1.24.4,018,Cur
018_02707,018_S8,arabinose|deoxycholate,2.A.1.3.26,018,Cur
018_02744,018_S8,allantoin,2.A.39.3.4,018,Cur
018_02763,018_S8,nadp,3.D.2.2.2,018,Cur
018_02776,018_S8,2-oxoglutarate,2.A.1.18.3,018,Cur
018_02787,018_S8,inositol,2.A.1.1.27,018,Cur
018_02821,018_S8,sodium,3.A.1.115.2,018,Cur
018_02832,018_S8,nickel,3.A.1.5.33,018,Cur
018_02848,018_S8,arabinose|glucose|ribose|xylose,3.A.1.2.2,018,Cur
018_02866,018_S8,fe3|iron,3.A.1.14.28,018,Cur
018_02868,018_S8,iron|molybdate,3.A.1.14.1|3.A.1.14.13,018,Cur
018_02908,018_S8,iron,2.A.108.2.3,018,Cur
018_02910,018_S8,iron,2.A.108.2.2,018,Cur
018_02920,018_S8,arabinose,2.A.1.2.14,018,Cur
018_02958,018_S8,calcium|potassium|sodium,2.A.19.1.1,018,Cur
018_03030,018_S8,glucose|inositol,2.A.1.1.53,018,Cur
018_03036,018_S8,copper,3.A.3.5.31,018,Cur
018_03065,018_S8,biotin,3.A.1.25.3,018,Cur
018_03104,018_S8,heme,3.A.1.107.1,018,Cur
018_03221,018_S8,asparagine|glutamate|glutamine,3.A.1.3.25,018,Cur
018_03242,018_S8,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,018,Cur
018_03249,018_S8,chloride|sodium|sulfate,2.A.66.1.1,018,Cur
018_03291,018_S8,glucose|maltose|maltotetraose|mannose|raffinose|stachyose|sucrose|trehalose,3.A.1.1.2,018,Cur
018_03321,018_S8,phosphate,3.A.1.7.4,018,Cur
018_03323,018_S8,phosphate,3.A.1.7.2,018,Cur
018_03357,018_S8,phosphate,3.A.1.20.2,018,Cur
018_03411,018_S8,potassium,2.A.37.5.2,018,Cur
018_03417,018_S8,alanine|glycine|histidine|leucine|proline|serine,3.A.1.4.2,018,Cur
018_03418,018_S8,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.10|3.A.1.4.8,018,Cur
018_03445,018_S8,sulfate,3.A.1.132.14,018,Cur
018_03512,018_S8,manganese,2.A.55.3.3,018,Cur
018_03529,018_S8,arginine|histidine|lysine,2.A.75.1.1,018,Cur
018_03543,018_S8,guanosine,2.A.40.7.4,018,Cur
018_03564,018_S8,potassium,3.A.3.7.3,018,Cur
018_03588,018_S8,choline,3.A.1.1.50,018,Cur
018_03607,018_S8,iron,3.A.1.9.1,018,Cur
018_03611,018_S8,betaine|glycine,3.A.1.12.14,018,Cur
018_03632,018_S8,xanthine,2.A.40.3.1,018,Cur
018_03685,018_S8,manganese,2.A.107.1.2,018,Cur
018_03705,018_S8,chloride|deoxycholate|sodium|sulfate|thiamine,2.A.7.1.11,018,Cur
018_03706,018_S8,thiamine,2.A.7.1.7,018,Cur
018_03723,018_S8,arsenate|arsenite,2.A.45.1.2,018,Cur
018_03778,018_S8,mannose,3.A.1.2.7,018,Cur
018_03924,018_S8,taurine,3.A.1.17.4,018,Cur
PB01_00017,PB01,sodium,3.A.1.115.2,PB01,Cell
PB01_00065,PB01,biotin,3.A.1.25.3,PB01,Cell
PB01_00143,PB01,(r)-lactate|(s)-lactate,2.A.14.1.3,PB01,Cell
PB01_00144,PB01,phenylalanine|tryptophan|tyrosine,2.A.3.3.24,PB01,Cell
PB01_00152,PB01,potassium,2.A.37.1.2,PB01,Cell
PB01_00207,PB01,iron,2.A.89.3.1,PB01,Cell
PB01_00208,PB01,cyanocob(iii)alamin,3.A.1.14.26,PB01,Cell
PB01_00210,PB01,iron,3.A.1.14.3,PB01,Cell
PB01_00218,PB01,cobalt|nickel,2.A.7.3.80,PB01,Cell
PB01_00219,PB01,cholate,2.A.1.3.64,PB01,Cell
PB01_00253,PB01,d-glucosamine,4.A.3.2.5,PB01,Cell
PB01_00257,PB01,d-glucosamine,4.A.1.1.5,PB01,Cell
PB01_00258,PB01,fructose,4.A.2.1.26,PB01,Cell
PB01_00286,PB01,chloride,2.A.49.7.1,PB01,Cell
PB01_00300,PB01,glycerol,1.A.8.2.6,PB01,Cell
PB01_00330,PB01,maltose,3.A.1.5.8,PB01,Cell
PB01_00345,PB01,chloride|cysteine|deoxyuridine|sodium|sulfate|uridine,2.A.1.3.3,PB01,Cell
PB01_00400,PB01,zinc,3.A.29.1.5,PB01,Cell
PB01_00436,PB01,phosphate,3.A.1.7.2,PB01,Cell
PB01_00441,PB01,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,PB01,Cell
PB01_00457,PB01,glucose|maltose|maltotetraose|mannose|raffinose|stachyose|sucrose|trehalose,3.A.1.1.2,PB01,Cell
PB01_00485,PB01,urea,3.A.1.4.5,PB01,Cell
PB01_00510,PB01,guanosine,2.A.40.7.2,PB01,Cell
PB01_00552,PB01,sulfate,3.A.1.6.3,PB01,Cell
PB01_00607,PB01,chloride|l-cysteine,2.A.1.3.1,PB01,Cell
PB01_00638,PB01,sodium,2.A.28.3.4,PB01,Cell
PB01_00656,PB01,iron|manganese|zinc,3.A.1.15.17,PB01,Cell
PB01_00690,PB01,nadp,3.D.2.2.2,PB01,Cell
PB01_00707,PB01,copper,2.A.1.32.3,PB01,Cell
PB01_00708,PB01,sodium|sulfate,2.A.6.3.14,PB01,Cell
PB01_00739,PB01,l-cysteine,3.A.1.122.1,PB01,Cell
PB01_00744,PB01,riboflavin,2.A.1.3.72,PB01,Cell
PB01_00749,PB01,trehalose,3.A.1.1.41,PB01,Cell
PB01_00750,PB01,trehalose,3.A.1.1.31,PB01,Cell
PB01_00756,PB01,sodium,3.A.1.115.1,PB01,Cell
PB01_00803,PB01,succinate,3.D.10.1.9,PB01,Cell
PB01_00809,PB01,arabinose|cytidine|deoxyguanosine|xanthosine|xylitol|xylose,3.A.1.2.1|3.A.1.2.17,PB01,Cell
PB01_00824,PB01,formate,3.D.1.9.2,PB01,Cell
PB01_00830,PB01,iron,2.A.108.2.3,PB01,Cell
PB01_00832,PB01,iron,2.A.108.2.9,PB01,Cell
PB01_00841,PB01,sodium,3.B.1.1.2,PB01,Cell
PB01_00849,PB01,chloride|sodium|sulfate|zinc,2.A.1.2.9,PB01,Cell
PB01_00855,PB01,sodium,2.A.36.3.3,PB01,Cell
PB01_00867,PB01,l-methionine,3.A.1.24.4,PB01,Cell
PB01_00885,PB01,potassium,3.A.3.7.3,PB01,Cell
PB01_00920,PB01,sodium,3.A.2.1.6,PB01,Cell
PB01_00922,PB01,sodium,3.A.2.1.5,PB01,Cell
PB01_00927,PB01,glycogen,1.B.77.1.7,PB01,Cell
PB01_00989,PB01,taurine,3.A.1.17.1,PB01,Cell
PB01_00994,PB01,glucose|xylose,3.A.1.2.20,PB01,Cell
PB01_01023,PB01,melibiose|trehalose,3.A.1.1.43,PB01,Cell
PB01_01084,PB01,heme,3.A.1.107.4,PB01,Cell
PB01_01125,PB01,mannose,3.A.1.2.7,PB01,Cell
PB01_01128,PB01,cobalt|nickel,3.A.1.23.5,PB01,Cell
PB01_01306,PB01,glucose,2.A.1.7.19,PB01,Cell
PB01_01320,PB01,chloride|cholate|potassium|sodium,2.A.1.3.6,PB01,Cell
PB01_01335,PB01,maltodextrin|maltose,3.A.1.1.44,PB01,Cell
PB01_01365,PB01,betaine|choline|glycine|l-proline,3.A.1.12.4,PB01,Cell
PB01_01366,PB01,betaine|glycine,3.A.1.12.11,PB01,Cell
PB01_01367,PB01,betaine|choline|glycine,3.A.1.12.15,PB01,Cell
PB01_01374,PB01,methionine,2.A.3.13.1,PB01,Cell
PB01_01414,PB01,nitrate,3.A.1.16.1,PB01,Cell
PB01_01466,PB01,cyanocob(iii)alamin,3.A.1.14.23,PB01,Cell
PB01_01467,PB01,iron,3.A.1.14.9,PB01,Cell
PB01_01475,PB01,taurine,3.A.1.17.4,PB01,Cell
PB01_01481,PB01,heme|iron,3.A.1.210.1|3.A.1.210.15,PB01,Cell
PB01_01506,PB01,ammonia,1.A.11.1.3,PB01,Cell
PB01_01540,PB01,putrescine|spermidine,3.A.1.11.1|3.A.1.11.10,PB01,Cell
